sor@szpital.lublin.pl;Szpitalny oddział ratunkowy;LUBELSKIE;Lublin;20-718;ul.Aleja Kraśnicka 100
spzoz@spzoz.powiatleczynski.pl;Szpitalny oddział ratunkowy;LUBELSKIE;Łęczna;21-010;ul.Krasnystawska 52
sekretariat@szpitalmsw.pl;Szpitalny oddział ratunkowy;LUBELSKIE;Lublin;20-331;ul.Grenadierów 3
sor@spzoz.lukow.pl;Szpitalny oddział ratunkowy;LUBELSKIE;Łuków;21-400;ul.Doktora Andrzeja Rogalińskiego 3
sor@spzozparczew.pl;Szpitalny oddział ratunkowy;LUBELSKIE;Parczew;21-200;ul.Kościelna 136
spzoz@szpitalpulawy.pl;Szpitalny oddział ratunkowy;LUBELSKIE;Puławy;24-100;ul.Józefa Bema 1
sekretariat@spzozrp.pl;Szpitalny oddział ratunkowy;LUBELSKIE;Radzyń Podlaski;21-300;ul.Wisznicka 111
szpital@10wsk.mil.pl;Kliniczny Szpitalny Oddział Ratunkowy;KUJAWSKO-POMORSKIE;Bydgoszcz;85-681;ul.Powstańców Warszawy 5
kancelaria@biziel.pl;Szpitalny oddział ratunkowy;KUJAWSKO-POMORSKIE;Bydgoszcz;85-168;ul.Kornela Ujejskiego 75
pogotowie@szpitalino.pl;Szpitalny oddział ratunkowy;KUJAWSKO-POMORSKIE;Inowrocław;88-100;ul.Poznańska 97
sekretariat@szpital.wloclawek.pl;Szpitalny oddział ratunkowy;KUJAWSKO-POMORSKIE;Włocławek;87-800;ul.Wieniecka 49
sekretariat@zozbrodnica.pl;Szpitalny oddział ratunkowy;KUJAWSKO-POMORSKIE;Brodnica;87-300;ul.Wiejska 9
sekretariat@wszz.torun.pl;Szpitalny oddział ratunkowy;KUJAWSKO-POMORSKIE;Toruń;87-100;ul.św. Józefa 53-59
sekretariat.dyrekcja@bieganski.org;Szpitalny oddział ratunkowy;KUJAWSKO-POMORSKIE;Grudziądz;86-300;ul.dr. Ludwika Rydygiera 15/17
szpitalznin@szpitalznin.pl;Szpitalny oddział ratunkowy;KUJAWSKO-POMORSKIE;Żnin;88-400;ul.Szpitalna 30
sekretariat.swiecie@nowyszpital.pl;Szpitalny oddział ratunkowy;ZACHODNIOPOMORSKIE;Szczecin;70-653;ul.Zbożowa 4      
szpital@spdsk.edu.pl;Centrum urazowe dla dzieci;MAZOWIECKIE;Ochota;02-097;ul.Stefana Banacha 1A
szpital@spdsk.edu.pl;Szpitalny oddział ratunkowy dla dzieci;MAZOWIECKIE;Warszawa;02-097;ul.Stefana Banacha 1A
szpital@dzieciatkajezus.pl;Szpitalny oddział ratunkowy;MAZOWIECKIE;Warszawa;02-097;ul.Stefana Banacha 1 A
sekretariat@mssw.pl;Szpitalny oddział ratunkowy;MAZOWIECKIE;Warszawa;04-749;ul.Bursztynowa 2
info@su.krakow.pl;Szpitalny oddział ratunkowy;MAŁOPOLSKIE;Kraków;31-501;ul.Mikołaja Kopernika 36
zoz@zozmswiakielce.com;Szpitalny oddział ratunkowy;ŚWIĘTOKRZYSKIE;Kielce;25-375;ul.Wojska Polskiego 51
sekretariat@spzozwolsztyn.pl;Szpitalny oddział ratunkowy;WIELKOPOLSKIE;Wolsztyn;64-200;ul.Wschowska 3
oddz.sor@zozgiz.pl;Szpitalny oddział ratunkowy;WARMIŃSKO-MAZURSKIE;Giżycko;11-500;ul.Warszawska 41
iczmp@iczmp.edu.pl;Szpitalny oddział ratunkowy dla dzieci;ŁÓDZKIE;Łódź;93-338;ul.Rzgowska 281/289
dzpb@iczmp.edu.pl;Centrum urazowe dla dzieci;ŁÓDZKIE;Łódź;93-338;ul.Rzgowska 281/289
sekretariat@skwam.lodz.pl;Szpitalny oddział ratunkowy;ŁÓDZKIE;Łódź;90-549;parkStefana Żeromskiego 113
organizacyjny@bcmbrzeg.pl;Szpitalny oddział ratunkowy;OPOLSKIE;Brzeg;49-301;ul.Sergiusza Mossora 1
spzoz@e-szpital.eu;Szpitalny oddział ratunkowy;OPOLSKIE;Kędzierzyn-Koźle;47-200;ul.24 Kwietnia 5
sekretariat@zoznysa.pl;Szpitalny oddział ratunkowy;OPOLSKIE;Nysa;48-300;ul.Bohaterów Warszawy 34
sekretariat@szpitalolesno.pl;Szpitalny oddział ratunkowy;OPOLSKIE;Olesno;46-300;ul.Klonowa 1
centrum@wcm.opole.pl;Szpitalny oddział ratunkowy;OPOLSKIE;Opole;45-401;ul.Aleja Wincentego Witosa 26        
sekretariat@szpital.opole.pl;Szpitalny oddział ratunkowy;OPOLSKIE;Opole;45-372;ul.Augustyna Kośnego 53
szpital@szpital.strzelce-op.pl;Szpitalny oddział ratunkowy;OPOLSKIE;Strzelce Opolskie;47-100;ul.Opolska 36A
sekretariat@gcm.pl;Szpitalny oddział ratunkowy;ŚLĄSKIE;Katowice;40-635;ul.Ziołowa 45-47
sekretariat@szpitalzabrze.pl;Szpitalny oddział ratunkowy;ŚLĄSKIE;Zabrze;41-803;ul.Zamkowa 4
szpital@szpital.zam.pl;Szpitalny oddział ratunkowy;LUBELSKIE;Zamość;22-400;al.Aleje Jana Pawła II 10
sor@szpitallapy.pl;Szpitalny oddział ratunkowy;PODLASKIE;Łapy;18-100;ul.Janusza Korczaka 23
kancelaria@spzozsokolow.pl;Szpitalny oddział ratunkowy;MAZOWIECKIE;Sokołów Podlaski;08-300;ul.Księdza Bosco 5
izba.rejestracja@pcmg.pl;Szpitalny oddział ratunkowy;MAZOWIECKIE;Grójec;05-600;ul.Księdza Piotra Skargi 10
info@med.torun.pl;Szpitalny oddział ratunkowy;KUJAWSKO-POMORSKIE;Toruń;87-100;ul.Stefana Batorego 17-19
sorszczytno@szpital.szczytno.pl;Szpitalny oddział ratunkowy;WARMIŃSKO-MAZURSKIE;Szczytno;12-100;ul.Marii Curie-Skłodowskiej 12
sekretariat@szoz.pl;Szpitalny oddział ratunkowy dla dzieci;WIELKOPOLSKIE;Poznań;60-663;ul.Adama Wrzoska 1
sekretariat@ahop.pl;Szpitalny oddział ratunkowy;ŚLĄSKIE;Ustroń;43-450;ul.Sanatoryjna 1
sor@szpital-sulecin.pl;Szpitalny oddział ratunkowy;LUBUSKIE;Sulęcin;69-200;ul.Wincentego Witosa 7
sekretariat@szpital-tomaszow.pl;Szpitalny oddział ratunkowy;LUBELSKIE;Tomaszów Lubelski;22-600;ul.Al. Grunwaldzkie 1
poczta@csk.umed.pl;Szpitalny oddział ratunkowy;ŁÓDZKIE;Łódź;92-213;ul.Pomorska 251
sekretariat@szpital-raciborz.org;Szpitalny oddział ratunkowy;ŚLĄSKIE;Racibórz;47-400;ul.Gamowska 3
sekretariat@szpitalmsw.rzeszow.pl;Szpitalny oddział ratunkowy;PODKARPACKIE;Rzeszów;35-111;ul.Krakowska 16
sekretariat@spzoz-lubartow.pl;Szpitalny oddział ratunkowy;LUBELSKIE;Lubartów;21-100;ul.Cicha 14
szpitalny.oddzial.ratunkowy@spsk4.lublin.pl;Szpitalny oddział ratunkowy;LUBELSKIE;Lublin;20-090;ul.Dra Kazimierza Jaczewskiego 8
szpital@usk.poznan.pl;Szpitalny oddział ratunkowy;WIELKOPOLSKIE;Poznań;60-355;ul.Stanisława Przybyszewskiego 49
sekretariat@szpitalpoludniowy.pl;Szpitalny oddział ratunkowy;MAZOWIECKIE;Warszawa;02-781;ul.rtm. Witolda Pileckiego 99
sor_legionowo@wim.mil.pl;Szpitalny oddział ratunkowy;MAZOWIECKIE;Warszawa;04-141;ul.Szaserów 128
sekretariat@czdir.pl;Szpitalny oddział ratunkowy dla dzieci;ŚLĄSKIE;Sosnowiec;41-218;ul.Gabrieli Zapolskiej 3
